image name [15278], angle_normal : tensor([[2.0114]], device='cuda:0'), angle_fog : tensor([[2.8662]], device='cuda:0'), diff: 0.8548
image name [40236], angle_normal : tensor([[-0.1239]], device='cuda:0'), angle_fog : tensor([[2.7605]], device='cuda:0'), diff: 2.8844
image name [14695], angle_normal : tensor([[0.8277]], device='cuda:0'), angle_fog : tensor([[2.8315]], device='cuda:0'), diff: 2.0038
image name [11432], angle_normal : tensor([[2.2656]], device='cuda:0'), angle_fog : tensor([[2.8778]], device='cuda:0'), diff: 0.6122
image name [27936], angle_normal : tensor([[1.5878]], device='cuda:0'), angle_fog : tensor([[0.1087]], device='cuda:0'), diff: 1.4791
image name [20450], angle_normal : tensor([[-0.1224]], device='cuda:0'), angle_fog : tensor([[2.8436]], device='cuda:0'), diff: 2.9661
image name [37850], angle_normal : tensor([[0.7563]], device='cuda:0'), angle_fog : tensor([[-0.4812]], device='cuda:0'), diff: 1.2375
image name [12772], angle_normal : tensor([[0.7115]], device='cuda:0'), angle_fog : tensor([[0.0975]], device='cuda:0'), diff: 0.6139
image name [27200], angle_normal : tensor([[-0.6710]], device='cuda:0'), angle_fog : tensor([[-0.0382]], device='cuda:0'), diff: 0.6328
image name [38466], angle_normal : tensor([[0.1295]], device='cuda:0'), angle_fog : tensor([[2.6023]], device='cuda:0'), diff: 2.4728
image name [27947], angle_normal : tensor([[1.0388]], device='cuda:0'), angle_fog : tensor([[0.0012]], device='cuda:0'), diff: 1.0376
image name [16411], angle_normal : tensor([[2.5169]], device='cuda:0'), angle_fog : tensor([[0.8397]], device='cuda:0'), diff: 1.6773
image name [44805], angle_normal : tensor([[2.5971]], device='cuda:0'), angle_fog : tensor([[1.7529]], device='cuda:0'), diff: 0.8442
image name [41684], angle_normal : tensor([[-0.7186]], device='cuda:0'), angle_fog : tensor([[1.5641]], device='cuda:0'), diff: 2.2826
image name [18626], angle_normal : tensor([[1.9140]], device='cuda:0'), angle_fog : tensor([[0.6562]], device='cuda:0'), diff: 1.2578
image name [24328], angle_normal : tensor([[2.4352]], device='cuda:0'), angle_fog : tensor([[1.8249]], device='cuda:0'), diff: 0.6104
image name [17027], angle_normal : tensor([[1.2694]], device='cuda:0'), angle_fog : tensor([[0.1335]], device='cuda:0'), diff: 1.1358
image name [26489], angle_normal : tensor([[0.6119]], device='cuda:0'), angle_fog : tensor([[2.7870]], device='cuda:0'), diff: 2.1751
image name [27785], angle_normal : tensor([[0.4740]], device='cuda:0'), angle_fog : tensor([[-0.0509]], device='cuda:0'), diff: 0.5248
image name [37601], angle_normal : tensor([[-0.4191]], device='cuda:0'), angle_fog : tensor([[-0.9498]], device='cuda:0'), diff: 0.5306
image name [43899], angle_normal : tensor([[0.9455]], device='cuda:0'), angle_fog : tensor([[0.0223]], device='cuda:0'), diff: 0.9232
image name [43206], angle_normal : tensor([[1.8476]], device='cuda:0'), angle_fog : tensor([[0.0802]], device='cuda:0'), diff: 1.7674
image name [30624], angle_normal : tensor([[-0.4167]], device='cuda:0'), angle_fog : tensor([[2.8816]], device='cuda:0'), diff: 3.2983
image name [21325], angle_normal : tensor([[0.9060]], device='cuda:0'), angle_fog : tensor([[2.5607]], device='cuda:0'), diff: 1.6547
image name [44902], angle_normal : tensor([[0.5397]], device='cuda:0'), angle_fog : tensor([[-0.1910]], device='cuda:0'), diff: 0.7307
image name [4961], angle_normal : tensor([[2.0841]], device='cuda:0'), angle_fog : tensor([[3.0106]], device='cuda:0'), diff: 0.9265
image name [25376], angle_normal : tensor([[0.3494]], device='cuda:0'), angle_fog : tensor([[-0.4163]], device='cuda:0'), diff: 0.7657
image name [35074], angle_normal : tensor([[-0.0785]], device='cuda:0'), angle_fog : tensor([[2.3395]], device='cuda:0'), diff: 2.4180
image name [45259], angle_normal : tensor([[1.8307]], device='cuda:0'), angle_fog : tensor([[2.9977]], device='cuda:0'), diff: 1.1670
image name [32514], angle_normal : tensor([[-0.6559]], device='cuda:0'), angle_fog : tensor([[2.1265]], device='cuda:0'), diff: 2.7823
image name [21185], angle_normal : tensor([[-0.7937]], device='cuda:0'), angle_fog : tensor([[1.0599]], device='cuda:0'), diff: 1.8536
image name [11519], angle_normal : tensor([[0.5137]], device='cuda:0'), angle_fog : tensor([[2.6492]], device='cuda:0'), diff: 2.1356
image name [23886], angle_normal : tensor([[1.5376]], device='cuda:0'), angle_fog : tensor([[2.8433]], device='cuda:0'), diff: 1.3057
image name [18183], angle_normal : tensor([[2.7129]], device='cuda:0'), angle_fog : tensor([[2.0609]], device='cuda:0'), diff: 0.6521
image name [21639], angle_normal : tensor([[-0.0378]], device='cuda:0'), angle_fog : tensor([[2.8962]], device='cuda:0'), diff: 2.9340
image name [23497], angle_normal : tensor([[0.2796]], device='cuda:0'), angle_fog : tensor([[1.5033]], device='cuda:0'), diff: 1.2238
image name [10190], angle_normal : tensor([[0.1351]], device='cuda:0'), angle_fog : tensor([[2.1341]], device='cuda:0'), diff: 1.9990
image name [24544], angle_normal : tensor([[0.1274]], device='cuda:0'), angle_fog : tensor([[1.2845]], device='cuda:0'), diff: 1.1571
image name [4541], angle_normal : tensor([[0.7394]], device='cuda:0'), angle_fog : tensor([[-0.0013]], device='cuda:0'), diff: 0.7406
image name [20072], angle_normal : tensor([[0.7210]], device='cuda:0'), angle_fog : tensor([[2.3589]], device='cuda:0'), diff: 1.6379
image name [11076], angle_normal : tensor([[0.5667]], device='cuda:0'), angle_fog : tensor([[2.6243]], device='cuda:0'), diff: 2.0577
image name [26759], angle_normal : tensor([[0.2657]], device='cuda:0'), angle_fog : tensor([[-0.2608]], device='cuda:0'), diff: 0.5265
image name [21433], angle_normal : tensor([[0.6514]], device='cuda:0'), angle_fog : tensor([[1.6187]], device='cuda:0'), diff: 0.9674
image name [5609], angle_normal : tensor([[1.6020]], device='cuda:0'), angle_fog : tensor([[2.5034]], device='cuda:0'), diff: 0.9014
image name [30721], angle_normal : tensor([[-0.2613]], device='cuda:0'), angle_fog : tensor([[2.9352]], device='cuda:0'), diff: 3.1964
image name [44210], angle_normal : tensor([[2.3235]], device='cuda:0'), angle_fog : tensor([[2.9336]], device='cuda:0'), diff: 0.6101
image name [25981], angle_normal : tensor([[0.7653]], device='cuda:0'), angle_fog : tensor([[0.0645]], device='cuda:0'), diff: 0.7008
image name [11443], angle_normal : tensor([[2.1288]], device='cuda:0'), angle_fog : tensor([[2.9478]], device='cuda:0'), diff: 0.8189
image name [5869], angle_normal : tensor([[-0.9933]], device='cuda:0'), angle_fog : tensor([[-0.0549]], device='cuda:0'), diff: 0.9385
image name [41770], angle_normal : tensor([[-0.9226]], device='cuda:0'), angle_fog : tensor([[2.7478]], device='cuda:0'), diff: 3.6704
image name [38606], angle_normal : tensor([[0.0653]], device='cuda:0'), angle_fog : tensor([[2.5964]], device='cuda:0'), diff: 2.5311
image name [19014], angle_normal : tensor([[0.4863]], device='cuda:0'), angle_fog : tensor([[2.6237]], device='cuda:0'), diff: 2.1374
image name [23442], angle_normal : tensor([[0.7545]], device='cuda:0'), angle_fog : tensor([[2.7816]], device='cuda:0'), diff: 2.0271
image name [23301], angle_normal : tensor([[2.1692]], device='cuda:0'), angle_fog : tensor([[2.9838]], device='cuda:0'), diff: 0.8146
image name [5241], angle_normal : tensor([[0.1926]], device='cuda:0'), angle_fog : tensor([[1.3446]], device='cuda:0'), diff: 1.1519
image name [26542], angle_normal : tensor([[1.0995]], device='cuda:0'), angle_fog : tensor([[3.0356]], device='cuda:0'), diff: 1.9361
image name [39135], angle_normal : tensor([[0.6330]], device='cuda:0'), angle_fog : tensor([[-0.3525]], device='cuda:0'), diff: 0.9856
image name [34783], angle_normal : tensor([[-0.4521]], device='cuda:0'), angle_fog : tensor([[2.8595]], device='cuda:0'), diff: 3.3116
image name [41954], angle_normal : tensor([[-1.0346]], device='cuda:0'), angle_fog : tensor([[-0.3875]], device='cuda:0'), diff: 0.6471
image name [39902], angle_normal : tensor([[0.2926]], device='cuda:0'), angle_fog : tensor([[-0.2740]], device='cuda:0'), diff: 0.5666
image name [18594], angle_normal : tensor([[1.9597]], device='cuda:0'), angle_fog : tensor([[0.3337]], device='cuda:0'), diff: 1.6260
image name [19371], angle_normal : tensor([[1.5342]], device='cuda:0'), angle_fog : tensor([[0.1247]], device='cuda:0'), diff: 1.4095
image name [16347], angle_normal : tensor([[0.6458]], device='cuda:0'), angle_fog : tensor([[2.5087]], device='cuda:0'), diff: 1.8630
image name [43866], angle_normal : tensor([[0.8294]], device='cuda:0'), angle_fog : tensor([[-0.2861]], device='cuda:0'), diff: 1.1155
image name [30202], angle_normal : tensor([[-0.0396]], device='cuda:0'), angle_fog : tensor([[1.2542]], device='cuda:0'), diff: 1.2938
image name [45248], angle_normal : tensor([[0.5751]], device='cuda:0'), angle_fog : tensor([[2.9097]], device='cuda:0'), diff: 2.3346
image name [45020], angle_normal : tensor([[0.7661]], device='cuda:0'), angle_fog : tensor([[0.0589]], device='cuda:0'), diff: 0.7071
image name [24533], angle_normal : tensor([[1.1232]], device='cuda:0'), angle_fog : tensor([[2.7581]], device='cuda:0'), diff: 1.6349
image name [21152], angle_normal : tensor([[-0.2230]], device='cuda:0'), angle_fog : tensor([[2.9586]], device='cuda:0'), diff: 3.1816
image name [21509], angle_normal : tensor([[1.6362]], device='cuda:0'), angle_fog : tensor([[2.8272]], device='cuda:0'), diff: 1.1911
image name [30905], angle_normal : tensor([[-0.8132]], device='cuda:0'), angle_fog : tensor([[2.7034]], device='cuda:0'), diff: 3.5166
image name [16455], angle_normal : tensor([[1.3875]], device='cuda:0'), angle_fog : tensor([[0.6598]], device='cuda:0'), diff: 0.7277
image name [24922], angle_normal : tensor([[0.1438]], device='cuda:0'), angle_fog : tensor([[0.6702]], device='cuda:0'), diff: 0.5265
image name [41402], angle_normal : tensor([[-0.8619]], device='cuda:0'), angle_fog : tensor([[3.0115]], device='cuda:0'), diff: 3.8734
image name [18701], angle_normal : tensor([[0.9620]], device='cuda:0'), angle_fog : tensor([[-0.0521]], device='cuda:0'), diff: 1.0141
image name [12015], angle_normal : tensor([[2.8851]], device='cuda:0'), angle_fog : tensor([[2.2041]], device='cuda:0'), diff: 0.6810
image name [27611], angle_normal : tensor([[1.6141]], device='cuda:0'), angle_fog : tensor([[0.0168]], device='cuda:0'), diff: 1.5972
image name [44221], angle_normal : tensor([[2.2317]], device='cuda:0'), angle_fog : tensor([[2.9331]], device='cuda:0'), diff: 0.7014
image name [34361], angle_normal : tensor([[-0.3787]], device='cuda:0'), angle_fog : tensor([[2.9554]], device='cuda:0'), diff: 3.3341
image name [31812], angle_normal : tensor([[2.4879]], device='cuda:0'), angle_fog : tensor([[0.3714]], device='cuda:0'), diff: 2.1165
image name [40799], angle_normal : tensor([[-1.2193]], device='cuda:0'), angle_fog : tensor([[2.9779]], device='cuda:0'), diff: 4.1972
image name [7618], angle_normal : tensor([[1.1835]], device='cuda:0'), angle_fog : tensor([[-0.1578]], device='cuda:0'), diff: 1.3414
image name [20829], angle_normal : tensor([[2.6045]], device='cuda:0'), angle_fog : tensor([[0.0602]], device='cuda:0'), diff: 2.5443
image name [40344], angle_normal : tensor([[1.2770]], device='cuda:0'), angle_fog : tensor([[2.8562]], device='cuda:0'), diff: 1.5792
image name [32817], angle_normal : tensor([[-0.8572]], device='cuda:0'), angle_fog : tensor([[3.0210]], device='cuda:0'), diff: 3.8782
image name [39092], angle_normal : tensor([[1.4057]], device='cuda:0'), angle_fog : tensor([[1.9170]], device='cuda:0'), diff: 0.5113
image name [14402], angle_normal : tensor([[0.4972]], device='cuda:0'), angle_fog : tensor([[-0.1251]], device='cuda:0'), diff: 0.6223
image name [10125], angle_normal : tensor([[0.0944]], device='cuda:0'), angle_fog : tensor([[2.1462]], device='cuda:0'), diff: 2.0519
image name [14716], angle_normal : tensor([[2.1732]], device='cuda:0'), angle_fog : tensor([[2.9906]], device='cuda:0'), diff: 0.8173
image name [43196], angle_normal : tensor([[1.9781]], device='cuda:0'), angle_fog : tensor([[0.0743]], device='cuda:0'), diff: 1.9038
image name [36640], angle_normal : tensor([[2.7353]], device='cuda:0'), angle_fog : tensor([[0.1774]], device='cuda:0'), diff: 2.5579
image name [17654], angle_normal : tensor([[1.0153]], device='cuda:0'), angle_fog : tensor([[0.1940]], device='cuda:0'), diff: 0.8213
image name [30149], angle_normal : tensor([[0.2770]], device='cuda:0'), angle_fog : tensor([[1.5652]], device='cuda:0'), diff: 1.2882
image name [41240], angle_normal : tensor([[-0.4548]], device='cuda:0'), angle_fog : tensor([[2.9382]], device='cuda:0'), diff: 3.3930
image name [37559], angle_normal : tensor([[0.6108]], device='cuda:0'), angle_fog : tensor([[-0.0779]], device='cuda:0'), diff: 0.6887
image name [11854], angle_normal : tensor([[0.5670]], device='cuda:0'), angle_fog : tensor([[-0.0443]], device='cuda:0'), diff: 0.6113
image name [43260], angle_normal : tensor([[2.6203]], device='cuda:0'), angle_fog : tensor([[2.0043]], device='cuda:0'), diff: 0.6160
image name [18734], angle_normal : tensor([[0.3324]], device='cuda:0'), angle_fog : tensor([[-0.3864]], device='cuda:0'), diff: 0.7188
image name [43682], angle_normal : tensor([[1.2539]], device='cuda:0'), angle_fog : tensor([[2.7646]], device='cuda:0'), diff: 1.5107
image name [1153], angle_normal : tensor([[2.5259]], device='cuda:0'), angle_fog : tensor([[-0.6964]], device='cuda:0'), diff: 3.2224
image name [17005], angle_normal : tensor([[1.3302]], device='cuda:0'), angle_fog : tensor([[0.2615]], device='cuda:0'), diff: 1.0688
image name [20591], angle_normal : tensor([[-0.0960]], device='cuda:0'), angle_fog : tensor([[2.9284]], device='cuda:0'), diff: 3.0243
image name [18529], angle_normal : tensor([[2.1493]], device='cuda:0'), angle_fog : tensor([[-0.2759]], device='cuda:0'), diff: 2.4252
image name [28573], angle_normal : tensor([[0.5033]], device='cuda:0'), angle_fog : tensor([[-0.0283]], device='cuda:0'), diff: 0.5316
image name [40322], angle_normal : tensor([[-0.0149]], device='cuda:0'), angle_fog : tensor([[2.7830]], device='cuda:0'), diff: 2.7980
image name [6787], angle_normal : tensor([[0.2084]], device='cuda:0'), angle_fog : tensor([[2.5839]], device='cuda:0'), diff: 2.3755
image name [44232], angle_normal : tensor([[2.4295]], device='cuda:0'), angle_fog : tensor([[2.9494]], device='cuda:0'), diff: 0.5200
image name [20472], angle_normal : tensor([[0.2762]], device='cuda:0'), angle_fog : tensor([[2.2907]], device='cuda:0'), diff: 2.0146
image name [40366], angle_normal : tensor([[-0.0089]], device='cuda:0'), angle_fog : tensor([[2.8975]], device='cuda:0'), diff: 2.9064
image name [5522], angle_normal : tensor([[2.2899]], device='cuda:0'), angle_fog : tensor([[-0.0973]], device='cuda:0'), diff: 2.3873
image name [15537], angle_normal : tensor([[1.0513]], device='cuda:0'), angle_fog : tensor([[0.1614]], device='cuda:0'), diff: 0.8898
image name [33702], angle_normal : tensor([[1.0460]], device='cuda:0'), angle_fog : tensor([[0.0115]], device='cuda:0'), diff: 1.0345
image name [30387], angle_normal : tensor([[-0.3466]], device='cuda:0'), angle_fog : tensor([[2.6484]], device='cuda:0'), diff: 2.9950
image name [3096], angle_normal : tensor([[0.9403]], device='cuda:0'), angle_fog : tensor([[2.9255]], device='cuda:0'), diff: 1.9852
image name [6808], angle_normal : tensor([[-0.3085]], device='cuda:0'), angle_fog : tensor([[2.7724]], device='cuda:0'), diff: 3.0809
image name [16930], angle_normal : tensor([[1.1604]], device='cuda:0'), angle_fog : tensor([[0.5124]], device='cuda:0'), diff: 0.6481
image name [29589], angle_normal : tensor([[-0.8962]], device='cuda:0'), angle_fog : tensor([[3.0198]], device='cuda:0'), diff: 3.9160
image name [6398], angle_normal : tensor([[2.1730]], device='cuda:0'), angle_fog : tensor([[0.1968]], device='cuda:0'), diff: 1.9761
image name [7315], angle_normal : tensor([[0.4922]], device='cuda:0'), angle_fog : tensor([[-0.0446]], device='cuda:0'), diff: 0.5369
image name [41305], angle_normal : tensor([[0.0875]], device='cuda:0'), angle_fog : tensor([[1.9484]], device='cuda:0'), diff: 1.8609
image name [34350], angle_normal : tensor([[-0.1265]], device='cuda:0'), angle_fog : tensor([[2.8546]], device='cuda:0'), diff: 2.9811
image name [19609], angle_normal : tensor([[2.8859]], device='cuda:0'), angle_fog : tensor([[0.0179]], device='cuda:0'), diff: 2.8679
image name [10039], angle_normal : tensor([[0.1785]], device='cuda:0'), angle_fog : tensor([[2.4195]], device='cuda:0'), diff: 2.2410
image name [33432], angle_normal : tensor([[-0.3428]], device='cuda:0'), angle_fog : tensor([[3.0224]], device='cuda:0'), diff: 3.3652
image name [13711], angle_normal : tensor([[0.4911]], device='cuda:0'), angle_fog : tensor([[2.7348]], device='cuda:0'), diff: 2.2437
image name [21628], angle_normal : tensor([[0.0579]], device='cuda:0'), angle_fog : tensor([[2.9543]], device='cuda:0'), diff: 2.8964
image name [18020], angle_normal : tensor([[1.3157]], device='cuda:0'), angle_fog : tensor([[-0.0142]], device='cuda:0'), diff: 1.3299
image name [43011], angle_normal : tensor([[0.4824]], device='cuda:0'), angle_fog : tensor([[-0.0552]], device='cuda:0'), diff: 0.5377
image name [30505], angle_normal : tensor([[-0.3593]], device='cuda:0'), angle_fog : tensor([[2.5856]], device='cuda:0'), diff: 2.9449
image name [33973], angle_normal : tensor([[1.1178]], device='cuda:0'), angle_fog : tensor([[-0.3039]], device='cuda:0'), diff: 1.4216
image name [30138], angle_normal : tensor([[1.8775]], device='cuda:0'), angle_fog : tensor([[2.7312]], device='cuda:0'), diff: 0.8537
