image name [1479424215880976321], angle_normal : tensor([[-1.5043]], device='cuda:0'), angle_fog : tensor([[-1.0901]], device='cuda:0'), diff: 0.4143
image name [1479424980233470108], angle_normal : tensor([[-0.3599]], device='cuda:0'), angle_fog : tensor([[-2.1110]], device='cuda:0'), diff: 1.7511
image name [1479424981233699732], angle_normal : tensor([[0.2729]], device='cuda:0'), angle_fog : tensor([[0.2154]], device='cuda:0'), diff: 0.0575
image name [1479424982233792745], angle_normal : tensor([[0.2322]], device='cuda:0'), angle_fog : tensor([[0.2863]], device='cuda:0'), diff: 0.0540
image name [1479424983233978107], angle_normal : tensor([[0.0815]], device='cuda:0'), angle_fog : tensor([[-0.0242]], device='cuda:0'), diff: 0.1057
image name [1479424984234190066], angle_normal : tensor([[-1.0508]], device='cuda:0'), angle_fog : tensor([[0.9023]], device='cuda:0'), diff: 1.9531
image name [1479424985234328259], angle_normal : tensor([[-1.0398]], device='cuda:0'), angle_fog : tensor([[-0.2075]], device='cuda:0'), diff: 0.8323
image name [1479424986234477304], angle_normal : tensor([[-0.8311]], device='cuda:0'), angle_fog : tensor([[0.2641]], device='cuda:0'), diff: 1.0952
image name [1479424987234644858], angle_normal : tensor([[-0.6432]], device='cuda:0'), angle_fog : tensor([[0.0767]], device='cuda:0'), diff: 0.7199
image name [1479424988234874476], angle_normal : tensor([[-0.4433]], device='cuda:0'), angle_fog : tensor([[-0.3037]], device='cuda:0'), diff: 0.1396
image name [1479424989235042290], angle_normal : tensor([[-1.1863]], device='cuda:0'), angle_fog : tensor([[-1.7720]], device='cuda:0'), diff: 0.5857
image name [1479424990235209157], angle_normal : tensor([[0.3121]], device='cuda:0'), angle_fog : tensor([[-1.0296]], device='cuda:0'), diff: 1.3417
image name [1479424991235485129], angle_normal : tensor([[0.3767]], device='cuda:0'), angle_fog : tensor([[-0.2603]], device='cuda:0'), diff: 0.6370
image name [1479424992235642515], angle_normal : tensor([[-0.0746]], device='cuda:0'), angle_fog : tensor([[-0.6897]], device='cuda:0'), diff: 0.6151
image name [1479424993235693946], angle_normal : tensor([[-0.4081]], device='cuda:0'), angle_fog : tensor([[0.1120]], device='cuda:0'), diff: 0.5201
image name [1479424994235924554], angle_normal : tensor([[-0.5128]], device='cuda:0'), angle_fog : tensor([[-0.1983]], device='cuda:0'), diff: 0.3145
image name [1479424995236060045], angle_normal : tensor([[-0.3568]], device='cuda:0'), angle_fog : tensor([[-0.0264]], device='cuda:0'), diff: 0.3304
image name [1479424996236249396], angle_normal : tensor([[-0.4113]], device='cuda:0'), angle_fog : tensor([[0.8972]], device='cuda:0'), diff: 1.3085
image name [1479424997236443099], angle_normal : tensor([[-0.2974]], device='cuda:0'), angle_fog : tensor([[0.0151]], device='cuda:0'), diff: 0.3126
image name [1479424998236555682], angle_normal : tensor([[-0.3449]], device='cuda:0'), angle_fog : tensor([[-0.0413]], device='cuda:0'), diff: 0.3036
image name [1479424999236758901], angle_normal : tensor([[-0.4899]], device='cuda:0'), angle_fog : tensor([[-0.0412]], device='cuda:0'), diff: 0.4486
image name [1479425000237076457], angle_normal : tensor([[-0.0650]], device='cuda:0'), angle_fog : tensor([[1.0321]], device='cuda:0'), diff: 1.0971
image name [1479425001237165715], angle_normal : tensor([[0.3516]], device='cuda:0'), angle_fog : tensor([[0.4347]], device='cuda:0'), diff: 0.0831
image name [1479425002237329210], angle_normal : tensor([[-0.2684]], device='cuda:0'), angle_fog : tensor([[0.6055]], device='cuda:0'), diff: 0.8738
image name [1479425003237442904], angle_normal : tensor([[-0.5070]], device='cuda:0'), angle_fog : tensor([[0.3270]], device='cuda:0'), diff: 0.8341
image name [1479425004237633839], angle_normal : tensor([[-0.1737]], device='cuda:0'), angle_fog : tensor([[-0.1039]], device='cuda:0'), diff: 0.0697
image name [1479425005237841542], angle_normal : tensor([[-0.1145]], device='cuda:0'), angle_fog : tensor([[-0.8214]], device='cuda:0'), diff: 0.7069
image name [1479425006237962369], angle_normal : tensor([[-0.2704]], device='cuda:0'), angle_fog : tensor([[-1.0396]], device='cuda:0'), diff: 0.7692
image name [1479425007238172022], angle_normal : tensor([[-0.2991]], device='cuda:0'), angle_fog : tensor([[-1.6434]], device='cuda:0'), diff: 1.3443
image name [1479425008238354859], angle_normal : tensor([[0.1893]], device='cuda:0'), angle_fog : tensor([[-1.1116]], device='cuda:0'), diff: 1.3009
image name [1479425009238535737], angle_normal : tensor([[0.1205]], device='cuda:0'), angle_fog : tensor([[-2.2135]], device='cuda:0'), diff: 2.3340
image name [1479425010238684570], angle_normal : tensor([[-0.0368]], device='cuda:0'), angle_fog : tensor([[-1.9219]], device='cuda:0'), diff: 1.8852
image name [1479425011238850006], angle_normal : tensor([[-0.2682]], device='cuda:0'), angle_fog : tensor([[-0.7106]], device='cuda:0'), diff: 0.4423
image name [1479425012239013712], angle_normal : tensor([[-0.3308]], device='cuda:0'), angle_fog : tensor([[0.2685]], device='cuda:0'), diff: 0.5993
image name [1479425013239212379], angle_normal : tensor([[-0.1999]], device='cuda:0'), angle_fog : tensor([[0.3121]], device='cuda:0'), diff: 0.5120
image name [1479425014239407211], angle_normal : tensor([[-0.2010]], device='cuda:0'), angle_fog : tensor([[0.8903]], device='cuda:0'), diff: 1.0914
image name [1479425015239618964], angle_normal : tensor([[-0.0069]], device='cuda:0'), angle_fog : tensor([[-1.1642]], device='cuda:0'), diff: 1.1574
image name [1479425016239822791], angle_normal : tensor([[0.6196]], device='cuda:0'), angle_fog : tensor([[1.9603]], device='cuda:0'), diff: 1.3406
image name [1479425017239997911], angle_normal : tensor([[-0.0741]], device='cuda:0'), angle_fog : tensor([[0.0032]], device='cuda:0'), diff: 0.0773
image name [1479425018240173867], angle_normal : tensor([[-0.2050]], device='cuda:0'), angle_fog : tensor([[0.3324]], device='cuda:0'), diff: 0.5373
image name [1479425019240265769], angle_normal : tensor([[-0.0522]], device='cuda:0'), angle_fog : tensor([[0.3703]], device='cuda:0'), diff: 0.4225
image name [1479425020240511713], angle_normal : tensor([[0.0000]], device='cuda:0'), angle_fog : tensor([[-0.0563]], device='cuda:0'), diff: 0.0563
image name [1479425021240565758], angle_normal : tensor([[0.1467]], device='cuda:0'), angle_fog : tensor([[-0.8723]], device='cuda:0'), diff: 1.0189
image name [1479425022240813683], angle_normal : tensor([[-0.3672]], device='cuda:0'), angle_fog : tensor([[-0.7914]], device='cuda:0'), diff: 0.4242
image name [1479425023241012284], angle_normal : tensor([[-1.2627]], device='cuda:0'), angle_fog : tensor([[-1.3652]], device='cuda:0'), diff: 0.1025
image name [1479425024241171160], angle_normal : tensor([[-0.3105]], device='cuda:0'), angle_fog : tensor([[-0.3903]], device='cuda:0'), diff: 0.0798
image name [1479425025241359795], angle_normal : tensor([[0.0508]], device='cuda:0'), angle_fog : tensor([[0.0190]], device='cuda:0'), diff: 0.0318
image name [1479425026241567448], angle_normal : tensor([[-0.0828]], device='cuda:0'), angle_fog : tensor([[-0.1708]], device='cuda:0'), diff: 0.0879
image name [1479425027241686740], angle_normal : tensor([[-0.3074]], device='cuda:0'), angle_fog : tensor([[-0.2725]], device='cuda:0'), diff: 0.0349
image name [1479425028241789293], angle_normal : tensor([[-0.0978]], device='cuda:0'), angle_fog : tensor([[-0.1790]], device='cuda:0'), diff: 0.0812
image name [1479425029241977295], angle_normal : tensor([[2.6927]], device='cuda:0'), angle_fog : tensor([[2.9005]], device='cuda:0'), diff: 0.2078
image name [1479425030242319483], angle_normal : tensor([[0.0358]], device='cuda:0'), angle_fog : tensor([[-0.0264]], device='cuda:0'), diff: 0.0622
image name [1479425031242335599], angle_normal : tensor([[-0.5128]], device='cuda:0'), angle_fog : tensor([[-0.3604]], device='cuda:0'), diff: 0.1524
image name [1479425032242576111], angle_normal : tensor([[-0.0872]], device='cuda:0'), angle_fog : tensor([[-0.2684]], device='cuda:0'), diff: 0.1812
image name [1479425033242769500], angle_normal : tensor([[0.2538]], device='cuda:0'), angle_fog : tensor([[0.1011]], device='cuda:0'), diff: 0.1527
image name [1479425034242853399], angle_normal : tensor([[-0.0223]], device='cuda:0'), angle_fog : tensor([[-0.1073]], device='cuda:0'), diff: 0.0850
image name [1479425035243067900], angle_normal : tensor([[-0.3223]], device='cuda:0'), angle_fog : tensor([[-0.3437]], device='cuda:0'), diff: 0.0214
image name [1479425036243221027], angle_normal : tensor([[-0.4414]], device='cuda:0'), angle_fog : tensor([[-0.5410]], device='cuda:0'), diff: 0.0996
image name [1479425037243425726], angle_normal : tensor([[0.0619]], device='cuda:0'), angle_fog : tensor([[-0.1199]], device='cuda:0'), diff: 0.1819
image name [1479425038243558956], angle_normal : tensor([[-0.0616]], device='cuda:0'), angle_fog : tensor([[-0.2097]], device='cuda:0'), diff: 0.1482
image name [1479425039243790310], angle_normal : tensor([[0.2543]], device='cuda:0'), angle_fog : tensor([[0.5175]], device='cuda:0'), diff: 0.2632
image name [1479425040243875762], angle_normal : tensor([[-0.2305]], device='cuda:0'), angle_fog : tensor([[0.1026]], device='cuda:0'), diff: 0.3331
image name [1479425041244122786], angle_normal : tensor([[-0.3824]], device='cuda:0'), angle_fog : tensor([[-0.1132]], device='cuda:0'), diff: 0.2693
image name [1479425042244224062], angle_normal : tensor([[-0.6224]], device='cuda:0'), angle_fog : tensor([[-1.4242]], device='cuda:0'), diff: 0.8019
image name [1479425043244421163], angle_normal : tensor([[-1.3513]], device='cuda:0'), angle_fog : tensor([[-1.3443]], device='cuda:0'), diff: 0.0070
image name [1479425044244627069], angle_normal : tensor([[-0.6840]], device='cuda:0'), angle_fog : tensor([[0.0038]], device='cuda:0'), diff: 0.6878
image name [1479425045244815478], angle_normal : tensor([[0.1232]], device='cuda:0'), angle_fog : tensor([[-1.0394]], device='cuda:0'), diff: 1.1626
image name [1479425046244960078], angle_normal : tensor([[-0.0108]], device='cuda:0'), angle_fog : tensor([[-0.9640]], device='cuda:0'), diff: 0.9531
image name [1479425047245209714], angle_normal : tensor([[-0.0276]], device='cuda:0'), angle_fog : tensor([[-0.1675]], device='cuda:0'), diff: 0.1399
image name [1479425048245316639], angle_normal : tensor([[0.1098]], device='cuda:0'), angle_fog : tensor([[0.0869]], device='cuda:0'), diff: 0.0229
image name [1479425049245519288], angle_normal : tensor([[-0.0912]], device='cuda:0'), angle_fog : tensor([[-0.2866]], device='cuda:0'), diff: 0.1954
image name [1479425050245714360], angle_normal : tensor([[-0.0305]], device='cuda:0'), angle_fog : tensor([[0.1772]], device='cuda:0'), diff: 0.2076
image name [1479425051245862396], angle_normal : tensor([[0.2735]], device='cuda:0'), angle_fog : tensor([[-0.0469]], device='cuda:0'), diff: 0.3204
image name [1479425052246017592], angle_normal : tensor([[0.4140]], device='cuda:0'), angle_fog : tensor([[0.1635]], device='cuda:0'), diff: 0.2505
image name [1479425053246210305], angle_normal : tensor([[-0.1617]], device='cuda:0'), angle_fog : tensor([[-0.2500]], device='cuda:0'), diff: 0.0883
image name [1479425054246429837], angle_normal : tensor([[0.8748]], device='cuda:0'), angle_fog : tensor([[0.2803]], device='cuda:0'), diff: 0.5945
image name [1479425055246683333], angle_normal : tensor([[2.5724]], device='cuda:0'), angle_fog : tensor([[2.1186]], device='cuda:0'), diff: 0.4538
image name [1479425056246828931], angle_normal : tensor([[-1.5139]], device='cuda:0'), angle_fog : tensor([[-1.0704]], device='cuda:0'), diff: 0.4435
image name [1479425057247009809], angle_normal : tensor([[-1.5690]], device='cuda:0'), angle_fog : tensor([[-1.8079]], device='cuda:0'), diff: 0.2390
image name [1479425058247049823], angle_normal : tensor([[-2.0461]], device='cuda:0'), angle_fog : tensor([[-1.9471]], device='cuda:0'), diff: 0.0990
image name [1479425059247276887], angle_normal : tensor([[-1.0438]], device='cuda:0'), angle_fog : tensor([[-0.2696]], device='cuda:0'), diff: 0.7742
image name [1479425060247446664], angle_normal : tensor([[0.0541]], device='cuda:0'), angle_fog : tensor([[0.6621]], device='cuda:0'), diff: 0.6080
image name [1479425061247576023], angle_normal : tensor([[-0.0825]], device='cuda:0'), angle_fog : tensor([[0.2761]], device='cuda:0'), diff: 0.3586
image name [1479425062247812157], angle_normal : tensor([[-0.2175]], device='cuda:0'), angle_fog : tensor([[-0.2368]], device='cuda:0'), diff: 0.0193
image name [1479425063247868580], angle_normal : tensor([[0.1636]], device='cuda:0'), angle_fog : tensor([[-0.2656]], device='cuda:0'), diff: 0.4292
image name [1479425064248171780], angle_normal : tensor([[2.0196]], device='cuda:0'), angle_fog : tensor([[1.8758]], device='cuda:0'), diff: 0.1438
image name [1479425065248330426], angle_normal : tensor([[-0.1376]], device='cuda:0'), angle_fog : tensor([[-0.1619]], device='cuda:0'), diff: 0.0243
image name [1479425066248525908], angle_normal : tensor([[-0.4304]], device='cuda:0'), angle_fog : tensor([[-0.6616]], device='cuda:0'), diff: 0.2312
image name [1479425067248709905], angle_normal : tensor([[-0.0586]], device='cuda:0'), angle_fog : tensor([[-0.1119]], device='cuda:0'), diff: 0.0533
image name [1479425068248830445], angle_normal : tensor([[0.0508]], device='cuda:0'), angle_fog : tensor([[-0.3924]], device='cuda:0'), diff: 0.4432
image name [1479425069249019730], angle_normal : tensor([[-0.2727]], device='cuda:0'), angle_fog : tensor([[-0.2801]], device='cuda:0'), diff: 0.0075
image name [1479425070249255199], angle_normal : tensor([[0.1476]], device='cuda:0'), angle_fog : tensor([[-0.1040]], device='cuda:0'), diff: 0.2516
image name [1479425071249353764], angle_normal : tensor([[0.0549]], device='cuda:0'), angle_fog : tensor([[-0.1063]], device='cuda:0'), diff: 0.1612
image name [1479425072249776305], angle_normal : tensor([[-0.0397]], device='cuda:0'), angle_fog : tensor([[-0.0276]], device='cuda:0'), diff: 0.0121
image name [1479425073249719696], angle_normal : tensor([[0.1166]], device='cuda:0'), angle_fog : tensor([[0.2379]], device='cuda:0'), diff: 0.1213
image name [1479425074249862520], angle_normal : tensor([[-0.0387]], device='cuda:0'), angle_fog : tensor([[0.0372]], device='cuda:0'), diff: 0.0759
image name [1479425075250030745], angle_normal : tensor([[0.1593]], device='cuda:0'), angle_fog : tensor([[0.2098]], device='cuda:0'), diff: 0.0505
image name [1479425076250291219], angle_normal : tensor([[0.1091]], device='cuda:0'), angle_fog : tensor([[0.2787]], device='cuda:0'), diff: 0.1697
image name [1479425077250472600], angle_normal : tensor([[-0.0905]], device='cuda:0'), angle_fog : tensor([[0.0293]], device='cuda:0'), diff: 0.1198
image name [1479425078250642646], angle_normal : tensor([[0.1490]], device='cuda:0'), angle_fog : tensor([[0.0842]], device='cuda:0'), diff: 0.0648
image name [1479425079250785710], angle_normal : tensor([[0.1309]], device='cuda:0'), angle_fog : tensor([[0.1007]], device='cuda:0'), diff: 0.0303
image name [1479425080250970519], angle_normal : tensor([[0.2649]], device='cuda:0'), angle_fog : tensor([[0.3676]], device='cuda:0'), diff: 0.1027
image name [1479425081251149398], angle_normal : tensor([[-0.0870]], device='cuda:0'), angle_fog : tensor([[0.1132]], device='cuda:0'), diff: 0.2002
image name [1479425082251350887], angle_normal : tensor([[-1.6417]], device='cuda:0'), angle_fog : tensor([[-0.6719]], device='cuda:0'), diff: 0.9698
image name [1479425083251554028], angle_normal : tensor([[-0.9156]], device='cuda:0'), angle_fog : tensor([[-0.1394]], device='cuda:0'), diff: 0.7762
image name [1479425084251786624], angle_normal : tensor([[-0.6523]], device='cuda:0'), angle_fog : tensor([[0.1968]], device='cuda:0'), diff: 0.8491
image name [1479425085251825285], angle_normal : tensor([[-0.0720]], device='cuda:0'), angle_fog : tensor([[0.0660]], device='cuda:0'), diff: 0.1380
image name [1479425086252109518], angle_normal : tensor([[0.0293]], device='cuda:0'), angle_fog : tensor([[-0.1732]], device='cuda:0'), diff: 0.2025
image name [1479425087252261560], angle_normal : tensor([[0.1185]], device='cuda:0'), angle_fog : tensor([[0.0739]], device='cuda:0'), diff: 0.0445
image name [1479425088252402684], angle_normal : tensor([[0.0320]], device='cuda:0'), angle_fog : tensor([[-0.0511]], device='cuda:0'), diff: 0.0831
image name [1479425089252475161], angle_normal : tensor([[0.0889]], device='cuda:0'), angle_fog : tensor([[0.0670]], device='cuda:0'), diff: 0.0219
image name [1479425090252690636], angle_normal : tensor([[0.1223]], device='cuda:0'), angle_fog : tensor([[-0.0252]], device='cuda:0'), diff: 0.1475
image name [1479425091253002180], angle_normal : tensor([[0.0866]], device='cuda:0'), angle_fog : tensor([[0.0143]], device='cuda:0'), diff: 0.0723
image name [1479425092253006915], angle_normal : tensor([[0.1454]], device='cuda:0'), angle_fog : tensor([[0.0558]], device='cuda:0'), diff: 0.0896
image name [1479425093253212874], angle_normal : tensor([[0.2188]], device='cuda:0'), angle_fog : tensor([[0.2823]], device='cuda:0'), diff: 0.0635
image name [1479425094253326384], angle_normal : tensor([[-0.0087]], device='cuda:0'), angle_fog : tensor([[-0.0376]], device='cuda:0'), diff: 0.0289
image name [1479425095253501363], angle_normal : tensor([[0.1306]], device='cuda:0'), angle_fog : tensor([[0.2304]], device='cuda:0'), diff: 0.0998
image name [1479425096253675111], angle_normal : tensor([[0.1297]], device='cuda:0'), angle_fog : tensor([[0.3163]], device='cuda:0'), diff: 0.1866
image name [1479425097253873264], angle_normal : tensor([[0.2333]], device='cuda:0'), angle_fog : tensor([[0.3633]], device='cuda:0'), diff: 0.1300
image name [1479425098254179100], angle_normal : tensor([[0.0463]], device='cuda:0'), angle_fog : tensor([[0.3199]], device='cuda:0'), diff: 0.2736
image name [1479425099254197058], angle_normal : tensor([[0.0614]], device='cuda:0'), angle_fog : tensor([[0.2291]], device='cuda:0'), diff: 0.1677
image name [1479425100254518460], angle_normal : tensor([[-0.1314]], device='cuda:0'), angle_fog : tensor([[-0.0017]], device='cuda:0'), diff: 0.1296
image name [1479425101254576219], angle_normal : tensor([[0.1231]], device='cuda:0'), angle_fog : tensor([[0.2152]], device='cuda:0'), diff: 0.0921
image name [1479425102254788859], angle_normal : tensor([[-0.1711]], device='cuda:0'), angle_fog : tensor([[0.0466]], device='cuda:0'), diff: 0.2177
image name [1479425103255023174], angle_normal : tensor([[-0.2847]], device='cuda:0'), angle_fog : tensor([[0.1943]], device='cuda:0'), diff: 0.4790
image name [1479425104255132244], angle_normal : tensor([[-1.2758]], device='cuda:0'), angle_fog : tensor([[-1.9950]], device='cuda:0'), diff: 0.7192
image name [1479425105255289903], angle_normal : tensor([[0.0991]], device='cuda:0'), angle_fog : tensor([[0.1177]], device='cuda:0'), diff: 0.0187
image name [1479425106255476087], angle_normal : tensor([[0.1369]], device='cuda:0'), angle_fog : tensor([[-0.3094]], device='cuda:0'), diff: 0.4463
image name [1479425107255724173], angle_normal : tensor([[0.0835]], device='cuda:0'), angle_fog : tensor([[0.0694]], device='cuda:0'), diff: 0.0141
image name [1479425108255818864], angle_normal : tensor([[0.5528]], device='cuda:0'), angle_fog : tensor([[0.4570]], device='cuda:0'), diff: 0.0957
image name [1479425109255980025], angle_normal : tensor([[0.2543]], device='cuda:0'), angle_fog : tensor([[0.1587]], device='cuda:0'), diff: 0.0956
image name [1479425110256163584], angle_normal : tensor([[0.2627]], device='cuda:0'), angle_fog : tensor([[0.2216]], device='cuda:0'), diff: 0.0411
image name [1479425111256429870], angle_normal : tensor([[0.4015]], device='cuda:0'), angle_fog : tensor([[0.1975]], device='cuda:0'), diff: 0.2040
image name [1479425112256493378], angle_normal : tensor([[0.2964]], device='cuda:0'), angle_fog : tensor([[0.0919]], device='cuda:0'), diff: 0.2045
image name [1479425113256773363], angle_normal : tensor([[0.1050]], device='cuda:0'), angle_fog : tensor([[0.2778]], device='cuda:0'), diff: 0.1729
image name [1479425114256895860], angle_normal : tensor([[-0.7696]], device='cuda:0'), angle_fog : tensor([[0.4345]], device='cuda:0'), diff: 1.2041
image name [1479425115257122579], angle_normal : tensor([[-0.8194]], device='cuda:0'), angle_fog : tensor([[0.5324]], device='cuda:0'), diff: 1.3518
image name [1479425116257263925], angle_normal : tensor([[-0.9125]], device='cuda:0'), angle_fog : tensor([[0.2113]], device='cuda:0'), diff: 1.1238
image name [1479425117257508622], angle_normal : tensor([[-0.8236]], device='cuda:0'), angle_fog : tensor([[0.1433]], device='cuda:0'), diff: 0.9669
image name [1479425118257675615], angle_normal : tensor([[-0.9322]], device='cuda:0'), angle_fog : tensor([[0.6573]], device='cuda:0'), diff: 1.5895
image name [1479425119257888326], angle_normal : tensor([[-0.5429]], device='cuda:0'), angle_fog : tensor([[1.0343]], device='cuda:0'), diff: 1.5772
image name [1479425120258065211], angle_normal : tensor([[-0.5809]], device='cuda:0'), angle_fog : tensor([[-0.1067]], device='cuda:0'), diff: 0.4743
image name [1479425121258075727], angle_normal : tensor([[-0.9441]], device='cuda:0'), angle_fog : tensor([[0.5204]], device='cuda:0'), diff: 1.4646
image name [1479425122258281184], angle_normal : tensor([[-0.6992]], device='cuda:0'), angle_fog : tensor([[-2.0366]], device='cuda:0'), diff: 1.3373
image name [1479425123258374750], angle_normal : tensor([[-0.9206]], device='cuda:0'), angle_fog : tensor([[-1.9359]], device='cuda:0'), diff: 1.0153
image name [1479425124258628433], angle_normal : tensor([[-0.6477]], device='cuda:0'), angle_fog : tensor([[-0.2280]], device='cuda:0'), diff: 0.4197
image name [1479425125258833203], angle_normal : tensor([[0.2380]], device='cuda:0'), angle_fog : tensor([[-0.0778]], device='cuda:0'), diff: 0.3158
image name [1479425126258977330], angle_normal : tensor([[-0.8114]], device='cuda:0'), angle_fog : tensor([[-0.8751]], device='cuda:0'), diff: 0.0637
image name [1479425127259178619], angle_normal : tensor([[-0.0413]], device='cuda:0'), angle_fog : tensor([[0.8637]], device='cuda:0'), diff: 0.9050
image name [1479425128259324958], angle_normal : tensor([[-0.2138]], device='cuda:0'), angle_fog : tensor([[0.7965]], device='cuda:0'), diff: 1.0103
image name [1479425129259507025], angle_normal : tensor([[-0.7282]], device='cuda:0'), angle_fog : tensor([[2.6387]], device='cuda:0'), diff: 3.3669
image name [1479425130259648178], angle_normal : tensor([[0.0459]], device='cuda:0'), angle_fog : tensor([[-0.7896]], device='cuda:0'), diff: 0.8355
image name [1479425131259940454], angle_normal : tensor([[0.2359]], device='cuda:0'), angle_fog : tensor([[1.9196]], device='cuda:0'), diff: 1.6837
image name [1479425132260024018], angle_normal : tensor([[1.6128]], device='cuda:0'), angle_fog : tensor([[0.2429]], device='cuda:0'), diff: 1.3700
image name [1479425133260219066], angle_normal : tensor([[-0.0698]], device='cuda:0'), angle_fog : tensor([[-0.1244]], device='cuda:0'), diff: 0.0547
image name [1479425134260410526], angle_normal : tensor([[-1.4972]], device='cuda:0'), angle_fog : tensor([[-1.7327]], device='cuda:0'), diff: 0.2355
image name [1479425135260579247], angle_normal : tensor([[-2.5359]], device='cuda:0'), angle_fog : tensor([[-2.5052]], device='cuda:0'), diff: 0.0307
image name [1479425136260687903], angle_normal : tensor([[-0.1834]], device='cuda:0'), angle_fog : tensor([[-0.2000]], device='cuda:0'), diff: 0.0166
image name [1479425137260992120], angle_normal : tensor([[0.3493]], device='cuda:0'), angle_fog : tensor([[0.3545]], device='cuda:0'), diff: 0.0052
image name [1479425138261058349], angle_normal : tensor([[0.0554]], device='cuda:0'), angle_fog : tensor([[0.0592]], device='cuda:0'), diff: 0.0037
image name [1479425139261295116], angle_normal : tensor([[-0.1510]], device='cuda:0'), angle_fog : tensor([[-0.2168]], device='cuda:0'), diff: 0.0658
image name [1479425140261416016], angle_normal : tensor([[-0.4377]], device='cuda:0'), angle_fog : tensor([[-0.0806]], device='cuda:0'), diff: 0.3571
image name [1479425141261595377], angle_normal : tensor([[0.0053]], device='cuda:0'), angle_fog : tensor([[-0.3058]], device='cuda:0'), diff: 0.3111
image name [1479425142261817910], angle_normal : tensor([[0.2042]], device='cuda:0'), angle_fog : tensor([[0.1502]], device='cuda:0'), diff: 0.0540
image name [1479425143261952308], angle_normal : tensor([[-0.3937]], device='cuda:0'), angle_fog : tensor([[-0.7356]], device='cuda:0'), diff: 0.3419
image name [1479425144262104894], angle_normal : tensor([[0.1700]], device='cuda:0'), angle_fog : tensor([[-0.0202]], device='cuda:0'), diff: 0.1901
image name [1479425145262280787], angle_normal : tensor([[0.1015]], device='cuda:0'), angle_fog : tensor([[-0.3377]], device='cuda:0'), diff: 0.4392
image name [1479425146262468259], angle_normal : tensor([[0.0206]], device='cuda:0'), angle_fog : tensor([[0.5573]], device='cuda:0'), diff: 0.5367
image name [1479425147262624863], angle_normal : tensor([[-0.1632]], device='cuda:0'), angle_fog : tensor([[0.3168]], device='cuda:0'), diff: 0.4800
image name [1479425148262809977], angle_normal : tensor([[-0.4332]], device='cuda:0'), angle_fog : tensor([[-0.3155]], device='cuda:0'), diff: 0.1177
image name [1479425149263056641], angle_normal : tensor([[-0.8215]], device='cuda:0'), angle_fog : tensor([[-0.9170]], device='cuda:0'), diff: 0.0955
image name [1479425150263233528], angle_normal : tensor([[-1.9381]], device='cuda:0'), angle_fog : tensor([[-2.1542]], device='cuda:0'), diff: 0.2161
image name [1479425151263449525], angle_normal : tensor([[-0.1195]], device='cuda:0'), angle_fog : tensor([[-0.2996]], device='cuda:0'), diff: 0.1801
image name [1479425152263575762], angle_normal : tensor([[-0.0214]], device='cuda:0'), angle_fog : tensor([[-0.5753]], device='cuda:0'), diff: 0.5539
image name [1479425153263735833], angle_normal : tensor([[0.1924]], device='cuda:0'), angle_fog : tensor([[-0.0305]], device='cuda:0'), diff: 0.2230
image name [1479425154263831404], angle_normal : tensor([[-0.0291]], device='cuda:0'), angle_fog : tensor([[0.4586]], device='cuda:0'), diff: 0.4878
image name [1479425155264031276], angle_normal : tensor([[0.2846]], device='cuda:0'), angle_fog : tensor([[-0.4335]], device='cuda:0'), diff: 0.7180
image name [1479425156264270097], angle_normal : tensor([[0.0758]], device='cuda:0'), angle_fog : tensor([[-0.3889]], device='cuda:0'), diff: 0.4647
image name [1479425157264318364], angle_normal : tensor([[1.6625]], device='cuda:0'), angle_fog : tensor([[0.0230]], device='cuda:0'), diff: 1.6395
image name [1479425158264525755], angle_normal : tensor([[2.5499]], device='cuda:0'), angle_fog : tensor([[1.1567]], device='cuda:0'), diff: 1.3932
image name [1479425159264767979], angle_normal : tensor([[2.2209]], device='cuda:0'), angle_fog : tensor([[1.6805]], device='cuda:0'), diff: 0.5404
image name [1479425160264917939], angle_normal : tensor([[1.7747]], device='cuda:0'), angle_fog : tensor([[0.1313]], device='cuda:0'), diff: 1.6434
image name [1479425161265110476], angle_normal : tensor([[-0.2617]], device='cuda:0'), angle_fog : tensor([[-0.1983]], device='cuda:0'), diff: 0.0634
image name [1479425162265273688], angle_normal : tensor([[-0.1203]], device='cuda:0'), angle_fog : tensor([[-0.2851]], device='cuda:0'), diff: 0.1649
image name [1479425163265469651], angle_normal : tensor([[-0.1106]], device='cuda:0'), angle_fog : tensor([[-0.4427]], device='cuda:0'), diff: 0.3321
image name [1479425164265635985], angle_normal : tensor([[0.6676]], device='cuda:0'), angle_fog : tensor([[-0.0881]], device='cuda:0'), diff: 0.7557
image name [1479425165265773700], angle_normal : tensor([[-0.9989]], device='cuda:0'), angle_fog : tensor([[-0.2854]], device='cuda:0'), diff: 0.7135
image name [1479425166265948444], angle_normal : tensor([[-0.3198]], device='cuda:0'), angle_fog : tensor([[0.5292]], device='cuda:0'), diff: 0.8489
image name [1479425167266136008], angle_normal : tensor([[0.2481]], device='cuda:0'), angle_fog : tensor([[-0.7269]], device='cuda:0'), diff: 0.9750
image name [1479425168266344373], angle_normal : tensor([[-0.0652]], device='cuda:0'), angle_fog : tensor([[-1.0653]], device='cuda:0'), diff: 1.0001
image name [1479425169266488990], angle_normal : tensor([[-0.0107]], device='cuda:0'), angle_fog : tensor([[-0.7497]], device='cuda:0'), diff: 0.7390
