image name [10006_resized], angle_normal : tensor([[-0.1428]], device='cuda:0'), angle_fog : tensor([[-0.7737]], device='cuda:0'), diff: 0.6309
image name [12178_resized], angle_normal : tensor([[0.3872]], device='cuda:0'), angle_fog : tensor([[-0.3697]], device='cuda:0'), diff: 0.7568
image name [12189_resized], angle_normal : tensor([[0.3993]], device='cuda:0'), angle_fog : tensor([[-0.2544]], device='cuda:0'), diff: 0.6537
image name [1221_resized], angle_normal : tensor([[-0.0650]], device='cuda:0'), angle_fog : tensor([[-0.6309]], device='cuda:0'), diff: 0.5660
image name [12220_resized], angle_normal : tensor([[0.3742]], device='cuda:0'), angle_fog : tensor([[-0.2358]], device='cuda:0'), diff: 0.6101
image name [12231_resized], angle_normal : tensor([[0.3582]], device='cuda:0'), angle_fog : tensor([[-0.2018]], device='cuda:0'), diff: 0.5600
image name [12253_resized], angle_normal : tensor([[0.4572]], device='cuda:0'), angle_fog : tensor([[-0.2096]], device='cuda:0'), diff: 0.6668
image name [12264_resized], angle_normal : tensor([[0.4223]], device='cuda:0'), angle_fog : tensor([[-0.2094]], device='cuda:0'), diff: 0.6317
image name [12275_resized], angle_normal : tensor([[0.4119]], device='cuda:0'), angle_fog : tensor([[-0.2285]], device='cuda:0'), diff: 0.6404
image name [12286_resized], angle_normal : tensor([[0.4867]], device='cuda:0'), angle_fog : tensor([[-0.1935]], device='cuda:0'), diff: 0.6802
image name [12297_resized], angle_normal : tensor([[0.4253]], device='cuda:0'), angle_fog : tensor([[-0.2832]], device='cuda:0'), diff: 0.7086
image name [12307_resized], angle_normal : tensor([[0.4923]], device='cuda:0'), angle_fog : tensor([[-0.1634]], device='cuda:0'), diff: 0.6557
image name [12318_resized], angle_normal : tensor([[0.4880]], device='cuda:0'), angle_fog : tensor([[-0.1693]], device='cuda:0'), diff: 0.6573
image name [12329_resized], angle_normal : tensor([[0.3900]], device='cuda:0'), angle_fog : tensor([[-0.2994]], device='cuda:0'), diff: 0.6894
image name [1234_resized], angle_normal : tensor([[0.1166]], device='cuda:0'), angle_fog : tensor([[-0.6972]], device='cuda:0'), diff: 0.8138
image name [12350_resized], angle_normal : tensor([[0.3640]], device='cuda:0'), angle_fog : tensor([[-0.1744]], device='cuda:0'), diff: 0.5384
image name [12361_resized], angle_normal : tensor([[0.3713]], device='cuda:0'), angle_fog : tensor([[-0.2057]], device='cuda:0'), diff: 0.5770
image name [12372_resized], angle_normal : tensor([[0.3905]], device='cuda:0'), angle_fog : tensor([[-0.1564]], device='cuda:0'), diff: 0.5470
image name [12383_resized], angle_normal : tensor([[0.4137]], device='cuda:0'), angle_fog : tensor([[-0.1626]], device='cuda:0'), diff: 0.5763
image name [12404_resized], angle_normal : tensor([[0.4156]], device='cuda:0'), angle_fog : tensor([[-0.1546]], device='cuda:0'), diff: 0.5701
image name [12415_resized], angle_normal : tensor([[0.3923]], device='cuda:0'), angle_fog : tensor([[-0.2527]], device='cuda:0'), diff: 0.6449
image name [12426_resized], angle_normal : tensor([[0.4387]], device='cuda:0'), angle_fog : tensor([[-0.1658]], device='cuda:0'), diff: 0.6044
image name [12437_resized], angle_normal : tensor([[0.3778]], device='cuda:0'), angle_fog : tensor([[-0.1498]], device='cuda:0'), diff: 0.5276
image name [12448_resized], angle_normal : tensor([[0.3333]], device='cuda:0'), angle_fog : tensor([[-0.1973]], device='cuda:0'), diff: 0.5305
image name [12459_resized], angle_normal : tensor([[0.2921]], device='cuda:0'), angle_fog : tensor([[-0.2931]], device='cuda:0'), diff: 0.5852
image name [1247_resized], angle_normal : tensor([[1.3497]], device='cuda:0'), angle_fog : tensor([[-0.5024]], device='cuda:0'), diff: 1.8521
image name [12480_resized], angle_normal : tensor([[0.0360]], device='cuda:0'), angle_fog : tensor([[-0.3915]], device='cuda:0'), diff: 0.4276
image name [12491_resized], angle_normal : tensor([[-0.0080]], device='cuda:0'), angle_fog : tensor([[-0.3922]], device='cuda:0'), diff: 0.3843
image name [12501_resized], angle_normal : tensor([[-0.0267]], device='cuda:0'), angle_fog : tensor([[-0.4013]], device='cuda:0'), diff: 0.3745
image name [12512_resized], angle_normal : tensor([[-0.0138]], device='cuda:0'), angle_fog : tensor([[-0.3469]], device='cuda:0'), diff: 0.3332
image name [12523_resized], angle_normal : tensor([[-0.0186]], device='cuda:0'), angle_fog : tensor([[-0.3991]], device='cuda:0'), diff: 0.3805
image name [12534_resized], angle_normal : tensor([[-0.0077]], device='cuda:0'), angle_fog : tensor([[-0.4392]], device='cuda:0'), diff: 0.4315
image name [12545_resized], angle_normal : tensor([[-0.0171]], device='cuda:0'), angle_fog : tensor([[-0.4178]], device='cuda:0'), diff: 0.4007
image name [12556_resized], angle_normal : tensor([[-0.0264]], device='cuda:0'), angle_fog : tensor([[-0.5105]], device='cuda:0'), diff: 0.4841
image name [12567_resized], angle_normal : tensor([[-0.0243]], device='cuda:0'), angle_fog : tensor([[-0.5524]], device='cuda:0'), diff: 0.5281
image name [12578_resized], angle_normal : tensor([[-0.0050]], device='cuda:0'), angle_fog : tensor([[-0.5647]], device='cuda:0'), diff: 0.5596
image name [12589_resized], angle_normal : tensor([[-0.0160]], device='cuda:0'), angle_fog : tensor([[-0.5265]], device='cuda:0'), diff: 0.5105
image name [1261_resized], angle_normal : tensor([[2.2247]], device='cuda:0'), angle_fog : tensor([[-0.6208]], device='cuda:0'), diff: 2.8456
image name [12620_resized], angle_normal : tensor([[0.0003]], device='cuda:0'), angle_fog : tensor([[-0.5266]], device='cuda:0'), diff: 0.5269
image name [12642_resized], angle_normal : tensor([[0.0030]], device='cuda:0'), angle_fog : tensor([[-0.5344]], device='cuda:0'), diff: 0.5374
image name [12653_resized], angle_normal : tensor([[0.0097]], device='cuda:0'), angle_fog : tensor([[-0.5697]], device='cuda:0'), diff: 0.5793
image name [12664_resized], angle_normal : tensor([[-0.0018]], device='cuda:0'), angle_fog : tensor([[-0.5249]], device='cuda:0'), diff: 0.5230
image name [12675_resized], angle_normal : tensor([[-0.0035]], device='cuda:0'), angle_fog : tensor([[-0.4913]], device='cuda:0'), diff: 0.4879
image name [12686_resized], angle_normal : tensor([[-0.0099]], device='cuda:0'), angle_fog : tensor([[-0.5008]], device='cuda:0'), diff: 0.4909
image name [12697_resized], angle_normal : tensor([[-0.0071]], device='cuda:0'), angle_fog : tensor([[-0.5058]], device='cuda:0'), diff: 0.4987
image name [12707_resized], angle_normal : tensor([[0.0072]], device='cuda:0'), angle_fog : tensor([[-0.4691]], device='cuda:0'), diff: 0.4763
image name [12718_resized], angle_normal : tensor([[-0.0024]], device='cuda:0'), angle_fog : tensor([[-0.3945]], device='cuda:0'), diff: 0.3921
image name [12729_resized], angle_normal : tensor([[-0.0061]], device='cuda:0'), angle_fog : tensor([[-0.3761]], device='cuda:0'), diff: 0.3699
image name [1274_resized], angle_normal : tensor([[2.8460]], device='cuda:0'), angle_fog : tensor([[-0.6339]], device='cuda:0'), diff: 3.4799
image name [12750_resized], angle_normal : tensor([[0.0110]], device='cuda:0'), angle_fog : tensor([[-0.3890]], device='cuda:0'), diff: 0.4001
image name [12761_resized], angle_normal : tensor([[0.0211]], device='cuda:0'), angle_fog : tensor([[-0.3654]], device='cuda:0'), diff: 0.3865
image name [12772_resized], angle_normal : tensor([[0.0495]], device='cuda:0'), angle_fog : tensor([[-0.4265]], device='cuda:0'), diff: 0.4760
image name [12783_resized], angle_normal : tensor([[0.0525]], device='cuda:0'), angle_fog : tensor([[-0.4065]], device='cuda:0'), diff: 0.4590
image name [12794_resized], angle_normal : tensor([[0.0581]], device='cuda:0'), angle_fog : tensor([[-0.3800]], device='cuda:0'), diff: 0.4381
image name [12804_resized], angle_normal : tensor([[0.0545]], device='cuda:0'), angle_fog : tensor([[-0.3760]], device='cuda:0'), diff: 0.4305
image name [12815_resized], angle_normal : tensor([[0.0844]], device='cuda:0'), angle_fog : tensor([[-0.4425]], device='cuda:0'), diff: 0.5269
image name [12826_resized], angle_normal : tensor([[0.1143]], device='cuda:0'), angle_fog : tensor([[-0.4667]], device='cuda:0'), diff: 0.5810
image name [12837_resized], angle_normal : tensor([[0.0861]], device='cuda:0'), angle_fog : tensor([[-0.4692]], device='cuda:0'), diff: 0.5553
image name [12848_resized], angle_normal : tensor([[0.0762]], device='cuda:0'), angle_fog : tensor([[-0.4676]], device='cuda:0'), diff: 0.5438
image name [12859_resized], angle_normal : tensor([[0.0688]], device='cuda:0'), angle_fog : tensor([[-0.4317]], device='cuda:0'), diff: 0.5005
image name [1287_resized], angle_normal : tensor([[2.9246]], device='cuda:0'), angle_fog : tensor([[-0.5442]], device='cuda:0'), diff: 3.4688
image name [12880_resized], angle_normal : tensor([[0.0658]], device='cuda:0'), angle_fog : tensor([[-0.4529]], device='cuda:0'), diff: 0.5187
image name [12891_resized], angle_normal : tensor([[0.0659]], device='cuda:0'), angle_fog : tensor([[-0.4742]], device='cuda:0'), diff: 0.5401
image name [12901_resized], angle_normal : tensor([[0.0835]], device='cuda:0'), angle_fog : tensor([[-0.4856]], device='cuda:0'), diff: 0.5692
image name [12923_resized], angle_normal : tensor([[0.1267]], device='cuda:0'), angle_fog : tensor([[-0.3752]], device='cuda:0'), diff: 0.5019
image name [12934_resized], angle_normal : tensor([[0.1611]], device='cuda:0'), angle_fog : tensor([[-0.3722]], device='cuda:0'), diff: 0.5333
image name [12945_resized], angle_normal : tensor([[0.1787]], device='cuda:0'), angle_fog : tensor([[-0.3629]], device='cuda:0'), diff: 0.5416
image name [12956_resized], angle_normal : tensor([[0.1335]], device='cuda:0'), angle_fog : tensor([[-0.3189]], device='cuda:0'), diff: 0.4525
image name [12967_resized], angle_normal : tensor([[0.1190]], device='cuda:0'), angle_fog : tensor([[-0.3183]], device='cuda:0'), diff: 0.4372
image name [12989_resized], angle_normal : tensor([[0.1736]], device='cuda:0'), angle_fog : tensor([[-0.2884]], device='cuda:0'), diff: 0.4620
image name [1302_resized], angle_normal : tensor([[2.7910]], device='cuda:0'), angle_fog : tensor([[-0.6414]], device='cuda:0'), diff: 3.4325
image name [13030_resized], angle_normal : tensor([[0.0879]], device='cuda:0'), angle_fog : tensor([[-0.2240]], device='cuda:0'), diff: 0.3119
image name [13041_resized], angle_normal : tensor([[0.0778]], device='cuda:0'), angle_fog : tensor([[-0.2017]], device='cuda:0'), diff: 0.2796
image name [13052_resized], angle_normal : tensor([[0.0867]], device='cuda:0'), angle_fog : tensor([[-0.2143]], device='cuda:0'), diff: 0.3010
image name [13063_resized], angle_normal : tensor([[0.1005]], device='cuda:0'), angle_fog : tensor([[-0.2887]], device='cuda:0'), diff: 0.3892
image name [13074_resized], angle_normal : tensor([[0.0845]], device='cuda:0'), angle_fog : tensor([[-0.3507]], device='cuda:0'), diff: 0.4351
image name [13085_resized], angle_normal : tensor([[0.0918]], device='cuda:0'), angle_fog : tensor([[-0.3595]], device='cuda:0'), diff: 0.4514
image name [13096_resized], angle_normal : tensor([[0.1031]], device='cuda:0'), angle_fog : tensor([[-0.4242]], device='cuda:0'), diff: 0.5273
image name [13106_resized], angle_normal : tensor([[0.1084]], device='cuda:0'), angle_fog : tensor([[-0.2833]], device='cuda:0'), diff: 0.3917
image name [13117_resized], angle_normal : tensor([[0.0732]], device='cuda:0'), angle_fog : tensor([[-0.1999]], device='cuda:0'), diff: 0.2731
image name [13128_resized], angle_normal : tensor([[0.0714]], device='cuda:0'), angle_fog : tensor([[-0.2359]], device='cuda:0'), diff: 0.3074
image name [13139_resized], angle_normal : tensor([[0.0520]], device='cuda:0'), angle_fog : tensor([[-0.2376]], device='cuda:0'), diff: 0.2896
image name [1315_resized], angle_normal : tensor([[2.2982]], device='cuda:0'), angle_fog : tensor([[-0.2304]], device='cuda:0'), diff: 2.5286
image name [13160_resized], angle_normal : tensor([[0.0304]], device='cuda:0'), angle_fog : tensor([[-0.2164]], device='cuda:0'), diff: 0.2468
image name [13171_resized], angle_normal : tensor([[0.0360]], device='cuda:0'), angle_fog : tensor([[-0.2347]], device='cuda:0'), diff: 0.2707
image name [13182_resized], angle_normal : tensor([[0.0168]], device='cuda:0'), angle_fog : tensor([[-0.3379]], device='cuda:0'), diff: 0.3548
image name [13193_resized], angle_normal : tensor([[0.0362]], device='cuda:0'), angle_fog : tensor([[-0.1989]], device='cuda:0'), diff: 0.2351
image name [13203_resized], angle_normal : tensor([[0.0314]], device='cuda:0'), angle_fog : tensor([[-0.2238]], device='cuda:0'), diff: 0.2553
image name [13214_resized], angle_normal : tensor([[0.0054]], device='cuda:0'), angle_fog : tensor([[-0.2270]], device='cuda:0'), diff: 0.2324
image name [13236_resized], angle_normal : tensor([[-0.0029]], device='cuda:0'), angle_fog : tensor([[-0.2129]], device='cuda:0'), diff: 0.2099
image name [13247_resized], angle_normal : tensor([[0.0327]], device='cuda:0'), angle_fog : tensor([[-0.2185]], device='cuda:0'), diff: 0.2512
image name [13258_resized], angle_normal : tensor([[0.0171]], device='cuda:0'), angle_fog : tensor([[-0.2364]], device='cuda:0'), diff: 0.2536
image name [13269_resized], angle_normal : tensor([[0.0380]], device='cuda:0'), angle_fog : tensor([[-0.2535]], device='cuda:0'), diff: 0.2915
image name [1328_resized], angle_normal : tensor([[0.4760]], device='cuda:0'), angle_fog : tensor([[-0.1454]], device='cuda:0'), diff: 0.6215
image name [13290_resized], angle_normal : tensor([[0.0532]], device='cuda:0'), angle_fog : tensor([[-0.3369]], device='cuda:0'), diff: 0.3901
image name [13300_resized], angle_normal : tensor([[0.0552]], device='cuda:0'), angle_fog : tensor([[-0.4199]], device='cuda:0'), diff: 0.4751
image name [13311_resized], angle_normal : tensor([[0.0569]], device='cuda:0'), angle_fog : tensor([[-0.2616]], device='cuda:0'), diff: 0.3185
image name [13322_resized], angle_normal : tensor([[0.0720]], device='cuda:0'), angle_fog : tensor([[-0.2543]], device='cuda:0'), diff: 0.3263
image name [13333_resized], angle_normal : tensor([[0.0745]], device='cuda:0'), angle_fog : tensor([[-0.2338]], device='cuda:0'), diff: 0.3084
image name [13344_resized], angle_normal : tensor([[0.0860]], device='cuda:0'), angle_fog : tensor([[-0.3079]], device='cuda:0'), diff: 0.3939
image name [13355_resized], angle_normal : tensor([[0.0923]], device='cuda:0'), angle_fog : tensor([[-0.3138]], device='cuda:0'), diff: 0.4062
image name [13366_resized], angle_normal : tensor([[0.0921]], device='cuda:0'), angle_fog : tensor([[-0.3352]], device='cuda:0'), diff: 0.4273
image name [13377_resized], angle_normal : tensor([[0.1147]], device='cuda:0'), angle_fog : tensor([[-0.2546]], device='cuda:0'), diff: 0.3693
image name [13388_resized], angle_normal : tensor([[0.1100]], device='cuda:0'), angle_fog : tensor([[-0.1941]], device='cuda:0'), diff: 0.3041
image name [13399_resized], angle_normal : tensor([[0.0964]], device='cuda:0'), angle_fog : tensor([[-0.2491]], device='cuda:0'), diff: 0.3455
image name [13409_resized], angle_normal : tensor([[0.0817]], device='cuda:0'), angle_fog : tensor([[-0.2666]], device='cuda:0'), diff: 0.3483
image name [1342_resized], angle_normal : tensor([[0.4041]], device='cuda:0'), angle_fog : tensor([[-0.0520]], device='cuda:0'), diff: 0.4561
image name [13430_resized], angle_normal : tensor([[0.1282]], device='cuda:0'), angle_fog : tensor([[-0.2956]], device='cuda:0'), diff: 0.4238
image name [13441_resized], angle_normal : tensor([[0.1471]], device='cuda:0'), angle_fog : tensor([[-0.4285]], device='cuda:0'), diff: 0.5756
image name [13452_resized], angle_normal : tensor([[0.1566]], device='cuda:0'), angle_fog : tensor([[-0.3170]], device='cuda:0'), diff: 0.4736
image name [13463_resized], angle_normal : tensor([[0.1644]], device='cuda:0'), angle_fog : tensor([[-0.3334]], device='cuda:0'), diff: 0.4978
image name [13474_resized], angle_normal : tensor([[0.1858]], device='cuda:0'), angle_fog : tensor([[-0.3081]], device='cuda:0'), diff: 0.4939
image name [13485_resized], angle_normal : tensor([[0.1872]], device='cuda:0'), angle_fog : tensor([[-0.2614]], device='cuda:0'), diff: 0.4486
image name [13496_resized], angle_normal : tensor([[0.2625]], device='cuda:0'), angle_fog : tensor([[-0.5037]], device='cuda:0'), diff: 0.7662
image name [13517_resized], angle_normal : tensor([[0.4009]], device='cuda:0'), angle_fog : tensor([[-0.4745]], device='cuda:0'), diff: 0.8754
image name [13528_resized], angle_normal : tensor([[0.3364]], device='cuda:0'), angle_fog : tensor([[-0.2526]], device='cuda:0'), diff: 0.5890
image name [13539_resized], angle_normal : tensor([[0.3978]], device='cuda:0'), angle_fog : tensor([[-0.2611]], device='cuda:0'), diff: 0.6589
image name [1355_resized], angle_normal : tensor([[0.0257]], device='cuda:0'), angle_fog : tensor([[-0.1866]], device='cuda:0'), diff: 0.2123
image name [13560_resized], angle_normal : tensor([[0.5491]], device='cuda:0'), angle_fog : tensor([[-0.3182]], device='cuda:0'), diff: 0.8674
image name [13571_resized], angle_normal : tensor([[0.4581]], device='cuda:0'), angle_fog : tensor([[-0.2644]], device='cuda:0'), diff: 0.7225
image name [13582_resized], angle_normal : tensor([[0.3445]], device='cuda:0'), angle_fog : tensor([[-0.2894]], device='cuda:0'), diff: 0.6339
